Unnamed: 0,Z_FFT(f)
X Unit(Hz),Y Unit(mm)
X Value,Y Value(Real)
0,0.07096252375049517
0.0457763671875,-0.034874170523835346
0.091552734375,-0.0008492163487971993
0.1373291015625,-0.0004682327698901645
0.18310546875,0.0011747667940653628
0.2288818359375,0.0010401689678474213
0.274658203125,-0.0019729131963686086
0.3204345703125,-0.00015348558690675418
0.3662109375,0.0003104564427758305
0.4119873046875,0.0014371892120834673
0.457763671875,-0.0016010474155336851
0.5035400390625,-0.0011442936056482722
0.54931640625,0.0019962469650636194
0.5950927734375,2.1514285464263594e-05
0.640869140625,-0.00020036230807818356
0.6866455078125,-0.00037290132581802027
0.732421875,-0.000398967614501089
0.7781982421875,0.001884899461401801
0.823974609375,-0.002598826540634036
0.8697509765625,0.002243628614451154
0.91552734375,-0.0011127411880806903
0.9613037109375,-0.0007219119879664504
1.007080078125,0.002055974164250074
1.0528564453125,-0.0015888352891124669
1.0986328125,0.0003150563259168848
1.1444091796875,0.000556833754217223
1.190185546875,-0.0010248140824842267
1.2359619140625,0.0005645545684274111
1.28173828125,0.00020154864444066334
1.3275146484375,-0.00026220163817924913
1.373291015625,-5.453694029711187e-05
1.4190673828125,0.0006062202260181948
1.46484375,-0.0008102977631097019
1.5106201171875,0.0004288375521355192
1.556396484375,-0.00025980745022025076
1.6021728515625,-2.4732775827374098e-05
1.64794921875,5.674639869113207e-06
1.6937255859375,0.0006740547746630909
1.739501953125,-0.0005684019015461672
1.7852783203125,-0.00024134595832947525
1.8310546875,0.0002051286145388076
1.8768310546875,0.00028787530936824623
1.922607421875,-0.00046240984374890104
1.9683837890625,6.787515438588798e-06
2.01416015625,0.0008440178476121218
2.0599365234375,-0.0006415224902411865
2.105712890625,0.00015100916073151893
2.1514892578125,-0.0004818985530619102
2.197265625,0.0007407829230032803
2.2430419921875,9.595508743132086e-05
2.288818359375,-0.000600979376486066
2.3345947265625,7.880172603336177e-05
2.38037109375,-0.000488300827328203
2.4261474609375,0.0006745540872543643
2.471923828125,0.0005044462909609138
2.5177001953125,-0.0008578156212024624
2.5634765625,0.0003282979434970912
2.6092529296875,-5.70866376392587e-05
2.655029296875,-0.00019585759503115696
2.7008056640625,0.00014019219918282033
2.74658203125,-3.1483654794328686e-05
2.7923583984375,6.296735932664888e-05
2.838134765625,0.00017881335168112855
2.8839111328125,-0.00029302060511327
2.9296875,-3.2724813081586035e-05
2.9754638671875,0.0003872272031912871
3.021240234375,-0.0003295629369404196
3.0670166015625,0.00018067984797198733
3.11279296875,3.191625097542783e-05
3.1585693359375,-0.0002643462266860297
3.204345703125,7.025727910558999e-05
3.2501220703125,0.00014540829340603523
