,Z_FFT(f)
X Unit(Hz),Y Unit(mm)
X Value,Y Value(Real)
2988,0.006329268
2990,-0.025956078
2992,0.022228891
2994,-0.014120695
2996,0.026433107
2998,-0.01016841
3000,-0.026876351
3002,0.024338997
3004,0.003887982
3006,-0.005645385
3008,0.009803412
3010,-0.02310978
3012,0.005844196
3014,0.005991174
3016,0.013093728
3018,-0.035813933
3020,0.017340473
3022,0.050821363
3024,-0.087595334
3026,0.038524217
3028,0.012248749
3030,0.003141648
3032,-0.015359783
3034,-0.012954627
3036,0.032871591
3038,-0.019973199
3040,0.00152647
3042,0.008585054
3044,-0.017602602
3046,0.018119939
3048,-0.035055615
3050,0.050154005
3052,-0.0129957
3054,-0.002009781
3056,-0.041927615
3058,0.046958168
3060,-0.001295117
3062,0.002070593
3064,-0.058501908
3066,0.069141366
3068,-0.025745921
3070,0.014429156
3072,-0.010837989
3074,-0.019572281
3076,0.065340471
3078,-0.080082311
3080,0.037375783
3082,-0.026418891
3084,0.04088907
3086,-0.022157636
3088,0.016776714
3090,-0.031304517
3092,0.013920816
3094,0.010881868
3096,-0.005904847
3098,-0.01887942
3100,0.052730462
3102,-0.047865804
3104,-0.002710232
3106,0.033610715
3108,-0.027279417
3110,0.009368009
3112,0.019927284
3114,-0.026917394
3116,-0.005501494
3118,0.02588353
3120,-0.046303758
3122,0.034429293
3124,0.003946692
3126,0.021703752
3128,-0.039359671
3130,0.02715397
3132,-0.018422445
3134,-0.01105944
3136,0.015172689
3138,-0.021727228
3140,0.003658042
3142,0.048368544
3144,-0.030079706
3146,-0.002254222
3148,0.010035873
3150,-0.015557949
3152,0.016484684
3154,-0.033387838
3156,0.034455828
3158,0.006165596
3160,-0.060835609
3162,0.068043701
3164,0.001548952
3166,-0.056567937
3168,0.017140204
3170,0.043757544
3172,-0.026693719
3174,-0.029530234
3176,0.013636025
3178,0.045034598
3180,-0.028220114
3182,-0.000207582
3184,-0.016264541
3186,0.014076559
3188,-2.38E-05
3190,-0.008083231
3192,0.021968941
3194,-0.030884588
3196,0.017324317
3198,0.011001801
3200,-0.02351818
3202,-0.007705631
3204,0.042150386
3206,-0.00262885
3208,-0.065010208
3210,0.074263509
3212,-0.036702135
3214,-0.029982417
3216,0.067192399
3218,-0.034848785
3220,-0.013935184
3222,0.013929068
3224,0.037729889
3226,-0.071020106
3228,0.040347939
3230,-0.014152369
3232,0.011671284
3234,-0.009542327
3236,0.04926297
3238,-0.064138301
3240,0.056829933
3242,-0.05162981
3244,0.015718995
3246,0.015386995
3248,-0.033291919
3250,0.024900788
3252,-0.005489911
3254,0.006493581
3256,-0.012831314
3258,0.019779125
3260,-0.025102694
3262,0.029969671
3264,-0.049351605
3266,0.062359584
3268,-0.039481602
3270,0.022112068
3272,-0.023970117
3274,0.026663263
3276,-0.017417449
3278,0.000355065
3280,-0.000435945
3282,-0.005893801
3284,-0.008177445
3286,0.020216708
3288,-0.00425055
3290,-0.019446165
3292,0.050028313
3294,-0.010126484
3296,-0.07453451
3298,0.064859581
3300,0.04248778
3302,-0.088107692
3304,0.02576425
3306,0.007074389
3308,0.030096511
3310,-0.048499405
3312,0.01690681
3314,0.035597328
3316,-0.078344201
3318,0.043034135
3320,0.037670568
3322,-0.043212593
3324,-0.023743039
3326,0.065349057
3328,-0.037530241
3330,-0.005954974
3332,0.035132747
3334,-0.038313196
3336,0.016201424
3338,-0.013854678
3340,0.017381546
3342,-0.001413376
3344,0.00182202
3346,-0.034046268
3348,0.090481233
3350,-0.118345313
3352,0.069290072
3354,0.00291535
3356,-0.02499499
3358,0.012563056
3360,-0.029391585
3362,0.024327423
3364,0.036578185
3366,-0.072521136
3368,0.033258093
3370,0.01642771
3372,-0.011705431
3374,-0.011166708
3376,0.015918409
3378,-0.002451345
3380,0.008283458
3382,0.001326237
3384,-0.048121794
3386,0.05322244
3388,-0.039584855
3390,0.008413434
3392,0.053195836
3394,-0.040053594
3396,-0.036131642
3398,0.066382636
3400,-0.024865696
3402,-0.023669372
3404,0.024476669
3406,-0.008987387
3408,-0.004308421
3410,0.000729633
3412,0.004931488
3414,0.009784601
3416,-0.005756011
3418,0.018305742
3420,-0.023415721
3422,-0.016917158
3424,0.008396352
3426,0.024802035
3428,-0.01887542
3430,-0.005137473
3432,0.036304049
3434,-0.023504557
3436,-0.013765233
3438,0.02940744
3440,-0.048667534
3442,0.016926277
3444,0.03159577
3446,-0.035611185
3448,0.017002223
3450,0.004127484
3452,-0.002650461
3454,0.024537459
3456,-0.050389244
3458,0.040257455
3460,-0.007947882
3462,-0.05051016
3464,0.080913793
3466,-0.028583132
3468,-0.016725842
3470,-0.005907678
3472,0.019887542
3474,-0.009742169
3476,0.006793552
3478,-0.013729366
3480,0.014357741
3482,-0.01465319
3484,0.063047613
3486,-0.108564658
3488,0.07113532
3490,-0.007986561
3492,-0.01133636
3494,0.002409559
3496,0.000172894
3498,0.026476217
3500,-0.048651837
3502,0.027146953
3504,-0.017864882
3506,0.023043085
3508,-0.001235292
3510,0.024738049
3512,-0.077970843
3514,0.042560743
3516,0.005977196
3518,0.015449967
3520,-0.034530811
3522,0.017801967
3524,0.006943163
3526,-0.004812954
3528,-0.009938137
3530,0.005485873
3532,-0.004046548
3534,-0.006697212
3536,0.016461228
3538,0.00311556
3540,-0.008946318
3542,0.006347866
3544,0.001889583
3546,-0.034655375
3548,0.066006112
3550,-0.055557444
3552,-0.002066167
3554,0.051345884
3556,-0.038168087
3558,-0.008930271
3560,-0.000673843
3562,0.035185767
3564,-0.026569864
3566,0.00725824
3568,0.014825347
3570,-0.019107789
3572,0.010859821
3574,-0.01591969
3576,0.000745939
3578,0.012387643
3580,-0.015219472
3582,0.011570272
3584,0.00749224
3586,0.000318429
3588,-0.019536092
3590,0.004868485
3592,0.019370014
3594,-0.027264443
3596,0.025031617
3598,-0.001533966
